,DATE,spx_CLOSE,9d_CLOSE,vx_CLOSE,3m_CLOSE,6m_CLOSE,1Y_CLOSE,VX1Y/VX,VX1Y/VX9D,VX1Y/VX3M,VX1Y/VX6M
0,2019-01-02 00:00:00+00:00,2510.03,22.82,23.22,22.75,22.33,22.01,0.9478897502153316,0.9645048203330412,0.9674725274725277,0.9856695029108824
1,2019-01-03 00:00:00+00:00,2447.89,26.59,25.45,24.11,23.28,22.6,0.888015717092338,0.849943587814968,0.9373703857320614,0.9707903780068728
2,2019-01-04 00:00:00+00:00,2531.94,20.85,21.38,21.86,21.75,21.58,1.0093545369504209,1.0350119904076738,0.9871912168344008,0.9921839080459768
3,2019-01-07 00:00:00+00:00,2549.69,21.47,21.4,21.62,21.43,21.4,1.0,0.9967396367023754,0.9898242368177612,0.9986000933271116
4,2019-01-08 00:00:00+00:00,2574.41,20.13,20.47,21.14,21.14,21.23,1.0371275036638985,1.0546448087431697,1.0042573320719017,1.0042573320719017
5,2019-01-09 00:00:00+00:00,2584.96,18.88,19.98,20.69,20.8,21.04,1.053053053053053,1.1144067796610169,1.0169163847269211,1.0115384615384615
6,2019-01-10 00:00:00+00:00,2596.64,17.74,19.5,20.52,20.79,20.97,1.0753846153846154,1.1820744081172492,1.0219298245614037,1.0086580086580086
7,2019-01-11 00:00:00+00:00,2596.26,15.96,18.19,19.74,20.35,20.62,1.1335898845519516,1.291979949874687,1.0445795339412365,1.0132678132678132
8,2019-01-14 00:00:00+00:00,2582.61,17.04,19.07,19.93,20.24,20.61,1.0807551127425274,1.2095070422535212,1.03411941796287,1.0182806324110671
9,2019-01-15 00:00:00+00:00,2610.3,16.5,18.6,19.24,19.61,20.13,1.0822580645161288,1.22,1.0462577962577964,1.0265170831208568
10,2019-01-16 00:00:00+00:00,2616.1,16.34,19.04,19.53,19.65,20.03,1.0519957983193278,1.225826193390453,1.0256016385048643,1.0193384223918576
11,2019-01-17 00:00:00+00:00,2635.96,15.67,18.06,19.17,19.63,19.96,1.1052048726467332,1.273771537970645,1.0412102243088155,1.0168110035659703
12,2019-01-18 00:00:00+00:00,2670.71,15.04,17.8,18.84,19.26,19.62,1.102247191011236,1.3045212765957448,1.0414012738853504,1.0186915887850467
13,2019-01-22 00:00:00+00:00,2632.9,21.24,20.8,20.69,20.51,20.42,0.9817307692307692,0.9613935969868176,0.9869502174963752,0.9956118966357874
14,2019-01-23 00:00:00+00:00,2638.7,19.4,19.52,20.08,20.13,20.04,1.026639344262295,1.0329896907216496,0.99800796812749,0.9955290611028316
15,2019-01-24 00:00:00+00:00,2642.33,17.64,18.89,19.67,19.72,19.98,1.057702488088936,1.1326530612244898,1.0157600406710727,1.013184584178499
16,2019-01-25 00:00:00+00:00,2664.76,16.39,17.42,18.82,19.36,19.71,1.1314580941446613,1.2025625381330078,1.0472901168969182,1.0180785123966942
17,2019-01-28 00:00:00+00:00,2643.85,19.49,18.87,19.58,19.71,19.89,1.054054054054054,1.0205233453052849,1.015832482124617,1.009132420091324
18,2019-01-29 00:00:00+00:00,2640.0,19.95,19.13,19.6,19.72,19.84,1.0371144798745426,0.9944862155388472,1.0122448979591836,1.0060851926977687
19,2019-01-30 00:00:00+00:00,2681.05,17.37,17.66,18.68,19.06,19.35,1.095696489241223,1.1139896373056994,1.0358672376873663,1.0152151101783842
20,2019-01-31 00:00:00+00:00,2704.1,15.61,16.57,17.88,18.5,18.89,1.140012070006035,1.2101217168481744,1.056487695749441,1.021081081081081
21,2019-02-01 00:00:00+00:00,2706.53,14.09,16.14,17.59,18.31,18.85,1.1679058240396532,1.3378282469836764,1.0716316088686757,1.0294920808301475
22,2019-02-04 00:00:00+00:00,2724.87,13.67,15.73,17.19,17.94,18.59,1.181818181818182,1.359912216532553,1.0814426992437465,1.036231884057971
23,2019-02-05 00:00:00+00:00,2737.7,13.46,15.57,17.07,17.69,18.37,1.1798330122029543,1.3647845468053492,1.0761570005858232,1.038439796495195
24,2019-02-06 00:00:00+00:00,2731.61,12.73,15.38,16.9,17.69,18.36,1.1937581274382314,1.4422623723487824,1.0863905325443788,1.0378745053702656
25,2019-02-07 00:00:00+00:00,2706.05,14.89,16.37,17.52,18.05,18.63,1.1380574221136224,1.2511752854264606,1.0633561643835616,1.0321329639889196
26,2019-02-08 00:00:00+00:00,2707.88,13.61,15.72,17.26,17.9,18.53,1.1787531806615776,1.361498897869214,1.0735805330243338,1.035195530726257
27,2019-02-11 00:00:00+00:00,2709.8,14.67,15.97,17.22,17.85,18.5,1.158422041327489,1.2610770279481935,1.0743321718931476,1.0364145658263304
28,2019-02-12 00:00:00+00:00,2744.73,13.47,15.43,16.82,17.51,18.19,1.1788723266364227,1.350408314773571,1.0814506539833533,1.0388349514563109
29,2019-02-13 00:00:00+00:00,2753.03,13.49,15.65,16.96,17.62,18.28,1.1680511182108626,1.3550778354336546,1.0778301886792454,1.0374574347332577
30,2019-02-14 00:00:00+00:00,2745.73,14.11,16.22,17.32,17.98,18.59,1.1461159062885329,1.3175053153791638,1.073325635103926,1.0339265850945494
31,2019-02-15 00:00:00+00:00,2775.6,12.18,14.91,16.48,17.4,18.22,1.2219986586183769,1.495894909688013,1.105582524271845,1.047126436781609
32,2019-02-19 00:00:00+00:00,2779.76,13.38,14.88,16.45,17.19,18.04,1.2123655913978493,1.3482810164424512,1.0966565349544073,1.0494473531122746
33,2019-02-20 00:00:00+00:00,2784.7,12.6,14.02,15.82,16.75,17.73,1.2646219686162623,1.4071428571428573,1.1207332490518331,1.0585074626865671
34,2019-02-21 00:00:00+00:00,2774.88,13.18,14.46,16.16,16.97,17.85,1.2344398340248963,1.3543247344461309,1.104579207920792,1.0518562168532706
35,2019-02-22 00:00:00+00:00,2792.67,11.49,13.51,15.46,16.53,17.56,1.2997779422649889,1.5282854656222802,1.1358344113842171,1.0623109497882637
36,2019-02-25 00:00:00+00:00,2796.11,14.06,14.85,16.0,16.81,17.65,1.1885521885521886,1.255334281650071,1.103125,1.049970255800119
37,2019-02-26 00:00:00+00:00,2793.9,14.2,15.17,16.3,17.08,17.83,1.175346077785102,1.2556338028169014,1.0938650306748463,1.0439110070257611
38,2019-02-27 00:00:00+00:00,2792.38,13.14,14.7,15.99,16.83,17.62,1.198639455782313,1.3409436834094368,1.1019387116948094,1.046939988116459
39,2019-02-28 00:00:00+00:00,2784.49,13.18,14.7,16.1,16.93,17.7,1.2040816326530612,1.3429438543247345,1.0993788819875776,1.045481393975192
40,2019-03-01 00:00:00+00:00,2803.69,11.33,13.57,15.38,16.48,17.37,1.2800294767870302,1.533097969991174,1.1293888166449937,1.054004854368932
41,2019-03-04 00:00:00+00:00,2792.81,13.4,14.63,16.03,16.93,17.64,1.2057416267942584,1.3164179104477611,1.100436681222707,1.0419373892498525
42,2019-03-05 00:00:00+00:00,2789.65,13.36,14.74,16.15,16.99,17.64,1.1967435549525105,1.320359281437126,1.0922600619195049,1.0382577987051207
43,2019-03-06 00:00:00+00:00,2771.45,14.99,15.74,16.74,17.47,18.04,1.1461245235069886,1.2034689793195463,1.077658303464755,1.0326273611906125
44,2019-03-07 00:00:00+00:00,2748.93,16.15,16.59,17.3,17.87,18.36,1.1066907775768535,1.136842105263158,1.061271676300578,1.0274202574146614
45,2019-03-08 00:00:00+00:00,2743.07,14.63,16.05,17.11,17.81,18.35,1.1433021806853585,1.254272043745728,1.0724722384570429,1.0303200449185852
46,2019-03-11 00:00:00+00:00,2783.3,13.4,14.33,16.01,17.0,17.8,1.242149337055129,1.328358208955224,1.1118051217988756,1.0470588235294118
47,2019-03-12 00:00:00+00:00,2791.52,12.73,13.77,15.65,16.74,17.62,1.2795933188090052,1.3841319717203455,1.1258785942492011,1.0525686977299882
48,2019-03-13 00:00:00+00:00,2810.92,12.53,13.41,15.33,16.46,17.41,1.2982848620432512,1.389465283320032,1.1356816699282453,1.05771567436209
49,2019-03-14 00:00:00+00:00,2808.48,12.52,13.5,15.3,16.45,17.45,1.2925925925925923,1.3937699680511182,1.1405228758169934,1.060790273556231
50,2019-03-15 00:00:00+00:00,2822.48,11.22,12.88,14.98,16.24,17.3,1.343167701863354,1.5418894830659535,1.1548731642189587,1.0652709359605912
51,2019-03-18 00:00:00+00:00,2832.94,12.53,13.1,15.24,16.36,17.4,1.3282442748091603,1.3886671987230643,1.141732283464567,1.0635696821515892
52,2019-03-19 00:00:00+00:00,2832.57,13.53,13.56,15.56,16.61,17.51,1.291297935103245,1.2941611234294164,1.1253213367609256,1.054184226369657
53,2019-03-20 00:00:00+00:00,2824.23,13.49,13.91,15.79,16.78,17.69,1.271746944644141,1.311341734618236,1.1203293223559216,1.0542312276519663
54,2019-03-21 00:00:00+00:00,2854.88,13.11,13.63,15.51,16.5,17.39,1.2758620689655171,1.326468344774981,1.121212121212121,1.053939393939394
55,2019-03-22 00:00:00+00:00,2800.71,16.85,16.48,17.37,17.78,18.25,1.1074029126213591,1.083086053412463,1.0506620610247552,1.0264341957255343
56,2019-03-25 00:00:00+00:00,2798.36,16.41,16.33,17.45,17.83,18.29,1.120024494794856,1.1145642900670325,1.048137535816619,1.025799214806506
57,2019-03-26 00:00:00+00:00,2818.46,13.95,14.68,16.45,17.28,17.93,1.2213896457765667,1.2853046594982078,1.089969604863222,1.0376157407407407
58,2019-03-27 00:00:00+00:00,2805.37,14.7,15.15,16.78,17.56,18.2,1.2013201320132012,1.238095238095238,1.0846245530393324,1.0364464692482915
59,2019-03-28 00:00:00+00:00,2815.44,13.7,14.43,16.3,17.25,18.05,1.250866250866251,1.3175182481751826,1.107361963190184,1.046376811594203
60,2019-03-29 00:00:00+00:00,2834.4,12.34,13.71,15.8,16.89,17.73,1.2932166301969366,1.4367909238249594,1.1221518987341772,1.0497335701598578
61,2019-04-01 00:00:00+00:00,2867.19,12.11,13.4,15.46,16.53,17.41,1.2992537313432837,1.4376548307184147,1.1261319534282015,1.0532365396249244
62,2019-04-02 00:00:00+00:00,2867.24,11.86,13.36,15.54,16.63,17.49,1.309131736526946,1.4747048903878583,1.1254826254826251,1.0517137702946482
63,2019-04-03 00:00:00+00:00,2873.4,12.29,13.74,15.63,16.6,17.45,1.2700145560407567,1.419853539462978,1.1164427383237363,1.0512048192771084
64,2019-04-04 00:00:00+00:00,2879.39,11.58,13.58,15.48,16.56,17.4,1.2812960235640647,1.502590673575129,1.1240310077519378,1.0507246376811594
65,2019-04-05 00:00:00+00:00,2892.74,10.12,12.82,15.06,16.28,17.22,1.343213728549142,1.701581027667984,1.143426294820717,1.0577395577395576
66,2019-04-08 00:00:00+00:00,2895.77,10.74,13.18,15.28,16.38,17.18,1.3034901365705616,1.5996275605214152,1.12434554973822,1.0488400488400489
67,2019-04-09 00:00:00+00:00,2878.2,11.78,14.28,15.99,16.9,17.52,1.226890756302521,1.4872665534804754,1.0956848030018762,1.0366863905325443
68,2019-04-10 00:00:00+00:00,2888.21,10.14,13.3,15.38,16.49,17.27,1.2984962406015037,1.703155818540434,1.122886866059818,1.047301394784718
69,2019-04-11 00:00:00+00:00,2888.32,10.52,13.02,15.25,16.43,17.28,1.327188940092166,1.6425855513307988,1.1331147540983608,1.0517346317711505
70,2019-04-12 00:00:00+00:00,2907.41,9.74,12.01,14.46,16.04,17.06,1.420482930890924,1.7515400410677615,1.1798063623789763,1.0635910224438905
71,2019-04-15 00:00:00+00:00,2905.58,10.61,12.32,14.53,16.09,17.2,1.396103896103896,1.6211121583411876,1.183757742601514,1.0689869484151646
72,2019-04-16 00:00:00+00:00,2907.06,10.76,12.18,14.47,16.06,17.2,1.4121510673234812,1.5985130111524164,1.1886662059433308,1.0709838107098382
73,2019-04-17 00:00:00+00:00,2900.45,11.0,12.6,14.82,16.29,17.34,1.3761904761904762,1.5763636363636364,1.1700404858299596,1.0644567219152854
74,2019-04-18 00:00:00+00:00,2905.03,9.93,12.09,14.57,16.14,17.25,1.4267990074441688,1.7371601208459215,1.183939601921757,1.0687732342007434
75,2019-04-22 00:00:00+00:00,2907.97,11.63,12.42,14.72,16.19,17.3,1.392914653784219,1.4875322441960446,1.1752717391304348,1.0685608400247066
76,2019-04-23 00:00:00+00:00,2933.68,11.64,12.28,14.54,16.0,17.13,1.3949511400651466,1.4716494845360824,1.1781292984869327,1.070625
