,DATE,spx_CLOSE,9d_CLOSE,vx_CLOSE,3m_CLOSE,6m_CLOSE,1Y_CLOSE,VX1Y/VX,VX1Y/VX9D,VX1Y/VX3M,VX1Y/VX6M
77,2019-04-24 00:00:00+00:00,2927.25,12.54,13.14,15.04,16.28,17.39,1.3234398782343988,1.386762360446571,1.15625,1.068181818181818
78,2019-04-25 00:00:00+00:00,2926.17,12.36,13.25,15.21,16.44,17.49,1.3199999999999998,1.4150485436893203,1.149901380670611,1.063868613138686
79,2019-04-26 00:00:00+00:00,2939.88,11.81,12.73,14.89,16.2,17.29,1.3582089552238803,1.4640135478408127,1.1611820013431833,1.067283950617284
80,2019-04-29 00:00:00+00:00,2943.03,12.52,13.11,15.23,16.46,17.52,1.3363844393592677,1.3993610223642172,1.1503611293499671,1.0643985419198054
81,2019-04-30 00:00:00+00:00,2945.83,12.44,13.12,15.23,16.43,17.53,1.336128048780488,1.4091639871382635,1.1510177281680891,1.0669506999391358
82,2019-05-01 00:00:00+00:00,2923.73,14.95,14.8,16.19,17.09,17.95,1.2128378378378375,1.2006688963210703,1.108709079678814,1.0503218256290228
83,2019-05-02 00:00:00+00:00,2917.52,13.92,14.42,16.03,17.0,17.83,1.2364771151178915,1.280890804597701,1.112289457267623,1.0488235294117647
84,2019-05-03 00:00:00+00:00,2945.64,10.96,12.87,15.07,16.38,17.51,1.360528360528361,1.5976277372262777,1.161911081619111,1.0689865689865692
85,2019-05-06 00:00:00+00:00,2932.47,15.45,15.44,16.4,17.15,17.98,1.1645077720207255,1.1637540453074435,1.0963414634146342,1.048396501457726
86,2019-05-07 00:00:00+00:00,2884.05,20.74,19.32,18.78,18.63,18.82,0.974120082815735,0.9074252651880426,1.002129925452609,1.010198604401503
87,2019-05-08 00:00:00+00:00,2879.42,21.33,19.4,18.75,18.6,18.71,0.9644329896907218,0.8771683075480545,0.9978666666666668,1.0059139784946236
88,2019-05-09 00:00:00+00:00,2870.72,21.86,19.1,18.44,18.38,18.63,0.975392670157068,0.8522415370539799,1.0103036876355749,1.0136017410228508
89,2019-05-10 00:00:00+00:00,2881.4,16.57,16.04,16.9,17.47,18.06,1.125935162094763,1.0899215449607724,1.068639053254438,1.0337721808815112
90,2019-05-13 00:00:00+00:00,2811.87,22.76,20.55,19.79,19.34,19.12,0.9304136253041364,0.8400702987697715,0.9661445174330472,0.9886246122026888
91,2019-05-14 00:00:00+00:00,2834.41,18.76,18.06,18.29,18.37,18.57,1.028239202657807,0.9898720682302772,1.0153089119737562,1.0108873162765375
92,2019-05-15 00:00:00+00:00,2850.96,16.31,16.44,17.49,17.81,18.25,1.1100973236009732,1.1189454322501533,1.043453401943968,1.024705221785514
93,2019-05-16 00:00:00+00:00,2876.32,15.06,15.29,16.74,17.35,17.96,1.1746239372138654,1.1925630810092962,1.0728793309438471,1.035158501440922
94,2019-05-17 00:00:00+00:00,2859.53,16.26,15.96,17.06,17.57,18.1,1.1340852130325816,1.113161131611316,1.060961313012896,1.0301650540694367
95,2019-05-20 00:00:00+00:00,2840.23,16.82,16.31,17.29,17.69,18.21,1.116492949110975,1.0826397146254458,1.0532099479467902,1.0293951384963256
96,2019-05-21 00:00:00+00:00,2864.36,14.5,14.95,16.42,17.12,17.81,1.191304347826087,1.228275862068965,1.084652862362972,1.040303738317757
97,2019-05-22 00:00:00+00:00,2856.27,13.92,14.75,16.42,17.1,17.8,1.2067796610169492,1.278735632183908,1.084043848964677,1.04093567251462
98,2019-05-23 00:00:00+00:00,2822.24,17.4,16.92,17.69,18.01,18.43,1.089243498817967,1.0591954022988506,1.041831543244771,1.0233203775680175
99,2019-05-24 00:00:00+00:00,2826.06,15.36,15.85,17.09,17.72,18.27,1.1526813880126183,1.189453125,1.0690462258630775,1.031038374717833
100,2019-05-28 00:00:00+00:00,2802.39,17.98,17.5,17.9,18.29,18.61,1.0634285714285714,1.0350389321468298,1.0396648044692738,1.0174958993985783
101,2019-05-29 00:00:00+00:00,2783.02,18.34,17.9,18.24,18.61,18.89,1.0553072625698323,1.0299890948745911,1.0356359649122808,1.0150456743686191
102,2019-05-30 00:00:00+00:00,2788.86,17.12,17.3,17.96,18.48,18.78,1.085549132947977,1.09696261682243,1.0456570155902003,1.0162337662337664
103,2019-05-31 00:00:00+00:00,2752.06,19.0,18.71,18.83,19.14,19.23,1.0277926242650988,1.0121052631578948,1.0212426978226237,1.0047021943573669
104,2019-06-03 00:00:00+00:00,2744.45,19.26,18.86,18.77,19.09,19.23,1.0196182396606577,0.998442367601246,1.0245071923281832,1.0073336825563122
105,2019-06-04 00:00:00+00:00,2803.27,16.65,16.97,17.59,18.17,18.53,1.0919269298762524,1.1129129129129132,1.0534394542353611,1.019812878370941
106,2019-06-05 00:00:00+00:00,2826.15,14.9,16.09,17.13,17.82,18.38,1.1423244251087632,1.2335570469798656,1.0729713952130764,1.031425364758698
107,2019-06-06 00:00:00+00:00,2843.49,14.88,15.93,16.92,17.67,18.17,1.1406151914626492,1.2211021505376345,1.0738770685579195,1.028296547821166
108,2019-06-07 00:00:00+00:00,2873.34,15.02,16.3,17.15,17.86,18.27,1.1208588957055214,1.2163781624500667,1.0653061224489797,1.022956326987682
109,2019-06-10 00:00:00+00:00,2886.73,15.25,15.94,16.88,17.66,18.18,1.1405269761606025,1.1921311475409837,1.0770142180094788,1.029445073612684
110,2019-06-11 00:00:00+00:00,2885.72,15.15,15.99,16.99,17.81,18.39,1.150093808630394,1.2138613861386138,1.0824014125956447,1.0325659741718136
111,2019-06-12 00:00:00+00:00,2879.84,14.66,15.91,17.05,17.82,18.37,1.154619736015085,1.2530695770804912,1.0774193548387097,1.0308641975308643
112,2019-06-13 00:00:00+00:00,2891.64,14.59,15.82,16.86,17.64,18.16,1.147914032869785,1.2446881425633995,1.077105575326216,1.0294784580498866
113,2019-06-14 00:00:00+00:00,2886.98,13.56,15.28,16.6,17.48,18.06,1.181937172774869,1.331858407079646,1.0879518072289156,1.0331807780320366
114,2019-06-17 00:00:00+00:00,2889.67,14.99,15.35,16.61,17.49,18.11,1.1798045602605862,1.208138759172782,1.090307043949428,1.035448827901658
115,2019-06-18 00:00:00+00:00,2917.75,15.29,15.15,16.5,17.38,18.06,1.192079207920792,1.1811641595814255,1.0945454545454545,1.0391254315304947
116,2019-06-19 00:00:00+00:00,2926.46,13.87,14.33,16.1,17.14,17.9,1.2491277041172364,1.2905551550108147,1.1118012422360246,1.0443407234539088
117,2019-06-20 00:00:00+00:00,2954.18,14.77,14.75,16.14,17.05,17.73,1.202033898305085,1.200406228842248,1.0985130111524164,1.039882697947214
118,2019-06-21 00:00:00+00:00,2950.46,14.83,15.4,16.67,17.43,18.04,1.1714285714285713,1.2164531355360757,1.0821835632873424,1.0349971313826736
119,2019-06-24 00:00:00+00:00,2945.35,15.8,15.26,16.47,17.27,17.96,1.1769331585845348,1.1367088607594935,1.090467516697025,1.0399536768963522
120,2019-06-25 00:00:00+00:00,2917.38,17.01,16.28,17.12,17.78,18.29,1.1234643734643732,1.0752498530276309,1.068341121495327,1.028683914510686
121,2019-06-26 00:00:00+00:00,2913.78,16.8,16.21,17.05,17.8,18.34,1.1314003701418875,1.0916666666666666,1.0756598240469208,1.0303370786516854
122,2019-06-27 00:00:00+00:00,2924.92,16.34,15.82,16.76,17.52,18.11,1.1447534766118836,1.1083231334149326,1.0805489260143195,1.033675799086758
123,2019-06-28 00:00:00+00:00,2941.76,15.67,15.08,16.06,16.96,17.73,1.1757294429708225,1.131461391193363,1.1039850560398508,1.0454009433962264
124,2019-07-01 00:00:00+00:00,2964.33,12.51,14.06,15.43,16.38,17.35,1.2339971550497866,1.3868904876099122,1.1244329228775114,1.0592185592185597
125,2019-07-02 00:00:00+00:00,2973.01,10.42,12.93,14.72,15.92,17.06,1.3194122196442382,1.637236084452975,1.1589673913043477,1.0716080402010049
126,2019-07-03 00:00:00+00:00,2995.82,9.91,12.57,14.53,15.74,16.81,1.3373110580747811,1.6962663975782035,1.1569167240192704,1.067979669631512
127,2019-07-05 00:00:00+00:00,2990.41,10.57,13.28,14.98,15.99,16.94,1.2756024096385543,1.6026490066225163,1.1308411214953271,1.0594121325828645
128,2019-07-08 00:00:00+00:00,2975.95,11.12,13.96,15.48,16.36,17.19,1.231375358166189,1.5458633093525185,1.1104651162790695,1.0507334963325186
129,2019-07-09 00:00:00+00:00,2979.63,11.08,14.09,15.57,16.47,17.28,1.226401703335699,1.5595667870036105,1.1098265895953758,1.0491803278688523
130,2019-07-10 00:00:00+00:00,2993.07,9.94,13.03,15.19,16.25,17.15,1.316193399846508,1.7253521126760565,1.129032258064516,1.0553846153846154
131,2019-07-11 00:00:00+00:00,2999.91,10.08,12.93,14.98,16.15,17.1,1.322505800464037,1.6964285714285716,1.1415220293724968,1.058823529411765
132,2019-07-12 00:00:00+00:00,3013.77,9.88,12.39,14.8,16.09,17.09,1.3793381759483454,1.7297570850202428,1.1547297297297296,1.062150403977626
133,2019-07-15 00:00:00+00:00,3014.3,11.01,12.68,15.04,16.28,17.27,1.36198738170347,1.5685740236148955,1.1482712765957448,1.0608108108108107
134,2019-07-16 00:00:00+00:00,3004.04,11.71,12.86,15.22,16.39,17.34,1.3483670295489891,1.480785653287788,1.1392904073587384,1.0579621720561316
135,2019-07-17 00:00:00+00:00,2984.42,13.42,13.97,15.82,16.84,17.68,1.2655690765926986,1.3174366616989568,1.1175726927939318,1.0498812351543942
136,2019-07-18 00:00:00+00:00,2995.11,12.68,13.53,15.54,16.61,17.52,1.29490022172949,1.3817034700315458,1.1274131274131274,1.0547862733293196
137,2019-07-19 00:00:00+00:00,2976.61,13.56,14.45,15.93,16.9,17.77,1.229757785467128,1.3104719764011798,1.115505335844319,1.0514792899408285
138,2019-07-22 00:00:00+00:00,2985.03,13.64,13.53,15.47,16.57,17.53,1.2956393200295642,1.285190615835777,1.1331609566903684,1.0579360289680146
139,2019-07-23 00:00:00+00:00,3005.47,12.82,12.61,14.93,16.18,17.22,1.36558287073751,1.343213728549142,1.1533824514400537,1.0642768850432631
140,2019-07-24 00:00:00+00:00,3019.56,12.19,12.07,14.56,15.93,17.06,1.4134217067108532,1.3995077932731748,1.1717032967032963,1.0709353421217829
141,2019-07-25 00:00:00+00:00,3003.67,12.53,12.74,15.05,16.25,17.26,1.3547880690737837,1.377494014365523,1.146843853820598,1.0621538461538462
142,2019-07-26 00:00:00+00:00,3025.86,11.54,12.16,14.69,15.95,17.02,1.399671052631579,1.4748700173310223,1.1586113002042209,1.0670846394984326
143,2019-07-29 00:00:00+00:00,3020.97,12.67,12.83,15.0,16.16,17.19,1.3398285268901011,1.3567482241515392,1.146,1.0637376237623763
144,2019-07-30 00:00:00+00:00,3013.18,14.46,13.94,15.7,16.61,17.47,1.2532281205164992,1.2081604426002766,1.1127388535031848,1.051776038531005
145,2019-07-31 00:00:00+00:00,2980.38,18.41,16.12,16.91,17.47,18.09,1.1222084367245655,0.9826181423139598,1.0697811945594322,1.0354894104178594
146,2019-08-01 00:00:00+00:00,2953.56,19.32,17.87,17.99,18.17,18.39,1.0290990486849467,0.9518633540372672,1.0222345747637578,1.012107870115575
147,2019-08-02 00:00:00+00:00,2932.05,17.69,17.61,17.89,18.11,18.31,1.0397501419647928,1.035048049745619,1.023476802683063,1.011043622308117
148,2019-08-05 00:00:00+00:00,2844.74,29.14,24.59,21.9,20.81,19.92,0.8100854005693372,0.6835964310226493,0.9095890410958906,0.9572320999519464
149,2019-08-06 00:00:00+00:00,2881.77,21.84,20.17,19.69,19.41,19.01,0.9424888448190382,0.8704212454212455,0.9654647028948704,0.9793920659453892
150,2019-08-07 00:00:00+00:00,2883.98,20.95,19.49,19.5,19.26,18.99,0.974345818368394,0.9064439140811456,0.9738461538461538,0.9859813084112148
151,2019-08-08 00:00:00+00:00,2938.09,16.77,16.91,17.86,18.05,18.18,1.075103489059728,1.0840787119856887,1.0179171332586787,1.007202216066482
152,2019-08-09 00:00:00+00:00,2918.65,17.75,17.97,18.56,18.56,18.51,1.0300500834724542,1.0428169014084507,0.9973060344827588,0.9973060344827588
153,2019-08-12 00:00:00+00:00,2883.75,22.45,21.09,20.5,19.87,19.35,0.9174964438122334,0.8619153674832963,0.9439024390243904,0.9738298943130348
154,2019-08-13 00:00:00+00:00,2926.32,17.49,17.52,18.53,18.69,18.64,1.0639269406392695,1.0657518582046883,1.005936319481921,0.9973247726056714
155,2019-08-14 00:00:00+00:00,2840.6,24.42,22.1,21.3,20.73,19.96,0.9031674208144796,0.8173628173628174,0.9370892018779344,0.9628557645923782
156,2019-08-15 00:00:00+00:00,2847.6,22.45,21.18,21.07,20.58,19.98,0.943342776203966,0.889977728285078,0.9482676791646892,0.9708454810495628
157,2019-08-16 00:00:00+00:00,2888.68,18.36,18.47,19.7,19.64,19.33,1.0465619924201408,1.0528322440087146,0.9812182741116752,0.9842158859470468
158,2019-08-19 00:00:00+00:00,2923.65,17.2,16.88,18.36,18.82,18.85,1.116706161137441,1.0959302325581397,1.0266884531590414,1.001594048884166
159,2019-08-20 00:00:00+00:00,2900.51,18.43,17.5,18.87,19.15,19.22,1.0982857142857143,1.0428648941942484,1.0185479597244302,1.0036553524804177
160,2019-08-21 00:00:00+00:00,2924.43,16.09,15.8,17.72,18.37,18.7,1.1835443037974682,1.1622125543816035,1.0553047404063205,1.0179640718562872
161,2019-08-22 00:00:00+00:00,2922.95,16.71,16.68,18.23,18.75,18.97,1.1372901678657077,1.1352483542788747,1.04059243006034,1.0117333333333334
162,2019-08-23 00:00:00+00:00,2847.11,21.55,19.87,20.36,20.22,20.11,1.0120785103170609,0.9331786542923434,0.987721021611002,0.9945598417408508
163,2019-08-26 00:00:00+00:00,2878.38,19.82,19.32,19.82,19.88,19.82,1.025879917184265,1.0,1.0,0.9969818913480886
164,2019-08-27 00:00:00+00:00,2869.16,20.81,20.31,20.64,20.56,20.29,0.999015263417036,0.9750120134550696,0.9830426356589148,0.9868677042801556
165,2019-08-28 00:00:00+00:00,2887.94,19.16,19.35,20.05,20.16,20.06,1.036692506459948,1.0469728601252608,1.000498753117207,0.9950396825396824
166,2019-08-29 00:00:00+00:00,2924.58,16.85,17.88,19.03,19.45,19.56,1.0939597315436242,1.1608308605341244,1.027850761954808,1.005655526992288
167,2019-08-30 00:00:00+00:00,2926.46,18.6,18.98,19.54,19.85,19.86,1.0463645943097997,1.0677419354838709,1.016376663254862,1.0005037783375317
168,2019-09-03 00:00:00+00:00,2906.27,19.07,19.66,20.12,20.36,20.28,1.031536113936928,1.0634504457262717,1.0079522862823065,0.9960707269155208
169,2019-09-04 00:00:00+00:00,2937.78,15.6,17.33,18.81,19.43,19.71,1.1373341027120605,1.2634615384615386,1.0478468899521531,1.0144107050952136
170,2019-09-05 00:00:00+00:00,2976.0,14.59,16.27,18.08,18.88,19.26,1.1837738168408114,1.3200822481151475,1.065265486725664,1.020127118644068
171,2019-09-06 00:00:00+00:00,2978.71,12.39,15.0,17.46,18.51,19.01,1.2673333333333334,1.5343018563357549,1.088774341351661,1.0270124257158293
172,2019-09-09 00:00:00+00:00,2978.43,13.66,15.27,17.55,18.58,19.05,1.2475442043222005,1.3945827232796486,1.0854700854700854,1.0252960172228205
173,2019-09-10 00:00:00+00:00,2979.39,13.76,15.2,17.41,18.48,18.99,1.249342105263158,1.3800872093023255,1.0907524411257896,1.0275974025974024
174,2019-09-11 00:00:00+00:00,3000.93,13.13,14.61,17.1,18.25,18.82,1.2881587953456537,1.4333587204874334,1.1005847953216374,1.0312328767123289
