Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
8/15/2019,2847.6,8/15/2019,22.45,8/15/2019,21.18,8/15/2019,21.07,8/15/2019,20.58,8/15/2019,19.98
8/16/2019,2888.68,8/16/2019,18.36,8/16/2019,18.47,8/16/2019,19.7,8/16/2019,19.64,8/16/2019,19.33
8/19/2019,2923.65,8/19/2019,17.2,8/19/2019,16.88,8/19/2019,18.36,8/19/2019,18.82,8/19/2019,18.85
8/20/2019,2900.51,8/20/2019,18.43,8/20/2019,17.5,8/20/2019,18.87,8/20/2019,19.15,8/20/2019,19.22
8/21/2019,2924.43,8/21/2019,16.09,8/21/2019,15.8,8/21/2019,17.72,8/21/2019,18.37,8/21/2019,18.7
8/22/2019,2922.95,8/22/2019,16.71,8/22/2019,16.68,8/22/2019,18.23,8/22/2019,18.75,8/22/2019,18.97
8/23/2019,2847.11,8/23/2019,21.55,8/23/2019,19.87,8/23/2019,20.36,8/23/2019,20.22,8/23/2019,20.11
8/26/2019,2878.38,8/26/2019,19.82,8/26/2019,19.32,8/26/2019,19.82,8/26/2019,19.88,8/26/2019,19.82
8/27/2019,2869.16,8/27/2019,20.81,8/27/2019,20.31,8/27/2019,20.64,8/27/2019,20.56,8/27/2019,20.29
8/28/2019,2887.94,8/28/2019,19.16,8/28/2019,19.35,8/28/2019,20.05,8/28/2019,20.16,8/28/2019,20.06
8/29/2019,2924.58,8/29/2019,16.85,8/29/2019,17.88,8/29/2019,19.03,8/29/2019,19.45,8/29/2019,19.56
8/30/2019,2926.46,8/30/2019,18.6,8/30/2019,18.98,8/30/2019,19.54,8/30/2019,19.85,8/30/2019,19.86
9/3/2019,2906.27,9/3/2019,19.07,9/3/2019,19.66,9/3/2019,20.12,9/3/2019,20.36,9/3/2019,20.28
9/4/2019,2937.78,9/4/2019,15.6,9/4/2019,17.33,9/4/2019,18.81,9/4/2019,19.43,9/4/2019,19.71
9/5/2019,2976,9/5/2019,14.59,9/5/2019,16.27,9/5/2019,18.08,9/5/2019,18.88,9/5/2019,19.26
9/6/2019,2978.71,9/6/2019,12.39,9/6/2019,15,9/6/2019,17.46,9/6/2019,18.51,9/6/2019,19.01
9/9/2019,2978.43,9/9/2019,13.66,9/9/2019,15.27,9/9/2019,17.55,9/9/2019,18.58,9/9/2019,19.05
9/10/2019,2979.39,9/10/2019,13.76,9/10/2019,15.2,9/10/2019,17.41,9/10/2019,18.48,9/10/2019,18.99
9/11/2019,3000.93,9/11/2019,13.13,9/11/2019,14.61,9/11/2019,17.1,9/11/2019,18.25,9/11/2019,18.82
9/12/2019,3009.57,9/12/2019,13.1,9/12/2019,14.22,9/12/2019,16.81,9/12/2019,18.07,9/12/2019,18.65
9/13/2019,3007.39,9/13/2019,12.62,9/13/2019,13.74,9/13/2019,16.67,9/13/2019,18.04,9/13/2019,18.7
9/16/2019,2997.96,9/16/2019,14.6,9/16/2019,14.67,9/16/2019,17.2,9/16/2019,18.47,9/16/2019,19.05
9/17/2019,3005.7,9/17/2019,14.54,9/17/2019,14.44,9/17/2019,17.23,9/17/2019,18.54,9/17/2019,19.15
9/18/2019,3006.73,9/18/2019,14.13,9/18/2019,13.95,9/18/2019,16.86,9/18/2019,18.31,9/18/2019,19
9/19/2019,3006.79,9/19/2019,13.18,9/19/2019,14.05,9/19/2019,16.79,9/19/2019,18.26,9/19/2019,18.98
9/20/2019,2992.07,9/20/2019,14.68,9/20/2019,15.32,9/20/2019,17.71,9/20/2019,18.96,9/20/2019,19.57
9/23/2019,2991.78,9/23/2019,13.91,9/23/2019,14.91,9/23/2019,17.43,9/23/2019,18.7,9/23/2019,19.42
9/24/2019,2966.6,9/24/2019,17.73,9/24/2019,17.05,9/24/2019,18.55,9/24/2019,19.44,9/24/2019,19.84
9/25/2019,2984.87,9/25/2019,15.3,9/25/2019,15.96,9/25/2019,18,9/25/2019,19.06,9/25/2019,19.67
9/26/2019,2977.62,9/26/2019,15.2,9/26/2019,16.07,9/26/2019,18.12,9/26/2019,19.16,9/26/2019,19.74
9/27/2019,2961.79,9/27/2019,16.77,9/27/2019,17.22,9/27/2019,18.75,9/27/2019,19.62,9/27/2019,20.03
9/30/2019,2976.74,9/30/2019,15.28,9/30/2019,16.24,9/30/2019,17.96,9/30/2019,19.02,9/30/2019,19.6
10/1/2019,2940.25,10/1/2019,18.94,10/1/2019,18.56,10/1/2019,19.35,10/1/2019,20.03,10/1/2019,20.27
10/2/2019,2887.61,10/2/2019,21.71,10/2/2019,20.56,10/2/2019,20.74,10/2/2019,21,10/2/2019,20.91
10/3/2019,2910.63,10/3/2019,19.48,10/3/2019,19.12,10/3/2019,19.78,10/3/2019,20.4,10/3/2019,20.62
10/4/2019,2952.01,10/4/2019,16.27,10/4/2019,17.04,10/4/2019,18.59,10/4/2019,19.51,10/4/2019,20
10/7/2019,2938.79,10/7/2019,17.7,10/7/2019,17.86,10/7/2019,18.91,10/7/2019,19.76,10/7/2019,20.11
10/8/2019,2893.06,10/8/2019,20.29,10/8/2019,20.28,10/8/2019,20.39,10/8/2019,20.82,10/8/2019,20.94
10/9/2019,2919.4,10/9/2019,18.26,10/9/2019,18.64,10/9/2019,19.51,10/9/2019,20.26,10/9/2019,20.58
10/10/2019,2938.13,10/10/2019,17.78,10/10/2019,17.57,10/10/2019,18.79,10/10/2019,19.74,10/10/2019,20.19
10/11/2019,2970.27,10/11/2019,15.28,10/11/2019,15.58,10/11/2019,17.55,10/11/2019,18.86,10/11/2019,19.56
10/14/2019,2966.15,10/14/2019,14.01,10/14/2019,14.57,10/14/2019,17.12,10/14/2019,18.58,10/14/2019,19.49
10/15/2019,2995.68,10/15/2019,12.3,10/15/2019,13.54,10/15/2019,16.48,10/15/2019,18.1,10/15/2019,19.12
10/16/2019,2989.69,10/16/2019,11.92,10/16/2019,13.68,10/16/2019,16.48,10/16/2019,18.12,10/16/2019,19.26
10/17/2019,2997.95,10/17/2019,11.9,10/17/2019,13.79,10/17/2019,16.44,10/17/2019,18.01,10/17/2019,19.23
10/18/2019,2986.2,10/18/2019,12.35,10/18/2019,14.25,10/18/2019,16.65,10/18/2019,18.21,10/18/2019,19.45
10/21/2019,3006.72,10/21/2019,12.61,10/21/2019,14,10/21/2019,16.28,10/21/2019,17.82,10/21/2019,19.22
10/22/2019,2995.99,10/22/2019,13.3,10/22/2019,14.46,10/22/2019,16.55,10/22/2019,18.02,10/22/2019,19.34
10/23/2019,3004.52,10/23/2019,12.27,10/23/2019,14.01,10/23/2019,16.29,10/23/2019,17.84,10/23/2019,19.3
10/24/2019,3010.29,10/24/2019,11.89,10/24/2019,13.71,10/24/2019,16.25,10/24/2019,17.84,10/24/2019,19.3
10/25/2019,3022.55,10/25/2019,10.33,10/25/2019,12.65,10/25/2019,15.71,10/25/2019,17.45,10/25/2019,19.01
10/28/2019,3039.42,10/28/2019,11.7,10/28/2019,13.11,10/28/2019,15.99,10/28/2019,17.59,10/28/2019,19.11
10/29/2019,3036.89,10/29/2019,11.75,10/29/2019,13.2,10/29/2019,16.09,10/29/2019,17.77,10/29/2019,19.18
10/30/2019,3046.77,10/30/2019,10.67,10/30/2019,12.33,10/30/2019,15.69,10/30/2019,17.48,10/30/2019,19.02
10/31/2019,3037.56,11/1/2019,9.84,11/1/2019,12.3,11/1/2019,15.42,11/1/2019,17.29,11/1/2019,18.83
11/1/2019,3066.91,11/4/2019,11.08,11/4/2019,12.83,11/4/2019,15.62,11/4/2019,17.38,11/4/2019,18.86
11/4/2019,3078.27,11/5/2019,10.99,11/5/2019,13.1,11/5/2019,15.91,11/5/2019,17.65,11/5/2019,19.09
11/5/2019,3074.62,11/6/2019,9.47,11/6/2019,12.62,11/6/2019,15.83,11/6/2019,17.66,11/6/2019,19.14
11/6/2019,3076.78,11/7/2019,10.16,11/7/2019,12.73,11/7/2019,15.8,11/7/2019,17.64,11/7/2019,19.14
11/7/2019,3085.18,11/8/2019,9.32,11/8/2019,12.07,11/8/2019,15.53,11/8/2019,17.5,11/8/2019,19.07
11/8/2019,3093.08,11/11/2019,10.69,11/11/2019,12.69,11/11/2019,15.6,11/11/2019,17.54,11/11/2019,19.1
11/11/2019,3087.01,11/12/2019,10.8,11/12/2019,12.68,11/12/2019,15.49,11/12/2019,17.45,11/12/2019,18.99
11/12/2019,3091.84,11/13/2019,10.97,11/13/2019,13,11/13/2019,15.62,11/13/2019,17.48,11/13/2019,18.95
11/13/2019,3094.04,11/14/2019,11.23,11/14/2019,13.05,11/14/2019,15.6,11/14/2019,17.48,11/14/2019,18.96
11/14/2019,3096.63,11/15/2019,9.67,11/15/2019,12.05,11/15/2019,14.99,11/15/2019,17.1,11/15/2019,18.68
11/15/2019,3120.46,11/18/2019,10.18,11/18/2019,12.46,11/18/2019,15.17,11/18/2019,17.16,11/18/2019,18.73
11/18/2019,3122.03,11/19/2019,10.25,11/19/2019,12.86,11/19/2019,15.5,11/19/2019,17.4,11/19/2019,18.87
11/19/2019,3120.18,11/20/2019,10.2,11/20/2019,12.78,11/20/2019,15.64,11/20/2019,17.6,11/20/2019,19.09
11/20/2019,3108.46,11/21/2019,10.56,11/21/2019,13.13,11/21/2019,15.82,11/21/2019,17.84,11/21/2019,19.27
11/21/2019,3103.54,11/22/2019,9.22,11/22/2019,12.34,11/22/2019,15.4,11/22/2019,17.53,11/22/2019,19.08
11/22/2019,3110.29,11/25/2019,9.76,11/25/2019,11.87,11/25/2019,14.99,11/25/2019,17.15,11/25/2019,18.74
11/25/2019,3133.64,11/26/2019,9.5,11/26/2019,11.54,11/26/2019,14.85,11/26/2019,17,11/26/2019,18.66
11/26/2019,3140.52,11/29/2019,11.36,11/29/2019,12.62,11/29/2019,15.51,11/29/2019,17.41,11/29/2019,18.94
11/27/2019,3153.63,12/2/2019,15.3,12/2/2019,14.91,12/2/2019,16.84,12/2/2019,18.2,12/2/2019,19.39
11/29/2019,3140.98,12/3/2019,16.86,12/3/2019,15.96,12/3/2019,17.63,12/3/2019,18.84,12/3/2019,19.71
12/2/2019,3113.87,12/4/2019,14.92,12/4/2019,14.8,12/4/2019,16.98,12/4/2019,18.27,12/4/2019,19.39
12/3/2019,3093.2,12/5/2019,13.94,12/5/2019,14.52,12/5/2019,16.78,12/5/2019,18.13,12/5/2019,19.35
12/4/2019,3112.76,12/6/2019,12.81,12/6/2019,13.62,12/6/2019,16.21,12/6/2019,17.74,12/6/2019,19.1
12/5/2019,3117.43,12/9/2019,17.06,12/9/2019,15.86,12/9/2019,17.3,12/9/2019,18.43,12/9/2019,19.5
12/6/2019,3145.91,12/10/2019,16.24,12/10/2019,15.68,12/10/2019,17.13,12/10/2019,18.37,12/10/2019,19.44
12/9/2019,3135.96,12/11/2019,15.27,12/11/2019,14.99,12/11/2019,16.91,12/11/2019,18.18,12/11/2019,19.25
12/10/2019,3132.52,12/12/2019,14.67,12/12/2019,13.94,12/12/2019,16.09,12/12/2019,17.61,12/12/2019,18.91
12/11/2019,3141.63,12/13/2019,12.41,12/13/2019,12.63,12/13/2019,15.28,12/13/2019,17.05,12/13/2019,18.59
12/12/2019,3168.57,12/16/2019,11.63,12/16/2019,12.14,12/16/2019,14.98,12/16/2019,16.68,12/16/2019,18.37
12/13/2019,3168.8,12/17/2019,11.16,12/17/2019,12.29,12/17/2019,15.15,12/17/2019,16.89,12/17/2019,18.46
12/16/2019,3191.45,12/18/2019,10.3,12/18/2019,12.58,12/18/2019,15.2,12/18/2019,16.91,12/18/2019,18.37
12/17/2019,3192.52,12/19/2019,9.39,12/19/2019,12.5,12/19/2019,15.14,12/19/2019,16.77,12/19/2019,18.28
12/18/2019,3191.14,12/20/2019,9.27,12/20/2019,12.51,12/20/2019,15.32,12/20/2019,16.85,12/20/2019,18.37
12/19/2019,3205.37,12/23/2019,9.83,12/23/2019,12.61,12/23/2019,15.5,12/23/2019,17,12/23/2019,18.38
12/20/2019,3221.22,12/26/2019,9.94,12/26/2019,12.65,12/26/2019,15.52,12/26/2019,16.92,12/26/2019,18.34
12/23/2019,3224.01,12/27/2019,11,12/27/2019,13.43,12/27/2019,15.95,12/27/2019,17.28,12/27/2019,18.51
12/24/2019,3223.38,12/30/2019,13.77,12/30/2019,14.82,12/30/2019,16.68,12/30/2019,17.7,12/30/2019,18.78
12/26/2019,3239.91,1/2/2020,10.6,1/2/2020,12.47,1/2/2020,15.19,1/2/2020,16.58,1/2/2020,18.06
12/27/2019,3240.02,1/3/2020,12.78,1/3/2020,14.02,1/3/2020,16.01,1/3/2020,17.16,1/3/2020,18.44
12/30/2019,3221.29,1/6/2020,12.42,1/6/2020,13.85,1/6/2020,15.92,1/6/2020,17.08,1/6/2020,18.29
12/31/2019,3230.78,1/7/2020,12.34,1/7/2020,13.79,1/7/2020,15.86,1/7/2020,17.02,1/7/2020,18.2
1/2/2020,3257.85,1/8/2020,12.22,1/8/2020,13.45,1/8/2020,15.4,1/8/2020,16.65,1/8/2020,17.89
1/3/2020,3234.85,1/9/2020,10.86,1/9/2020,12.54,1/9/2020,14.95,1/9/2020,16.36,1/9/2020,17.6
1/6/2020,3246.28,1/10/2020,10.57,1/10/2020,12.56,1/10/2020,14.95,1/10/2020,16.33,1/10/2020,17.65
1/7/2020,3237.18,1/13/2020,10.05,1/13/2020,12.32,1/13/2020,14.64,1/13/2020,16.03,1/13/2020,17.41
1/8/2020,3253.05,1/14/2020,10.18,1/14/2020,12.39,1/14/2020,14.64,1/14/2020,16.01,1/14/2020,17.36
1/9/2020,3274.7,1/15/2020,9.69,1/15/2020,12.42,1/15/2020,14.63,1/15/2020,15.98,1/15/2020,17.35
1/10/2020,3265.35,1/16/2020,9.71,1/16/2020,12.32,1/16/2020,14.45,1/16/2020,15.78,1/16/2020,17.18
1/13/2020,3288.13,1/17/2020,9.04,1/17/2020,12.1,1/17/2020,14.41,1/17/2020,15.76,1/17/2020,17.08
1/14/2020,3283.15,1/21/2020,11.38,1/21/2020,12.85,1/21/2020,14.87,1/21/2020,15.94,1/21/2020,17.22
1/15/2020,3289.29,1/22/2020,11.03,1/22/2020,12.91,1/22/2020,14.98,1/22/2020,16.11,1/22/2020,17.29
1/16/2020,3316.81,1/23/2020,11.4,1/23/2020,12.98,1/23/2020,14.99,1/23/2020,16.11,1/23/2020,17.21
1/17/2020,3329.62,1/24/2020,14.65,1/24/2020,14.56,1/24/2020,16.07,1/24/2020,16.78,1/24/2020,17.75
1/21/2020,3320.79,1/27/2020,21.3,1/27/2020,18.23,1/27/2020,18.16,1/27/2020,18.11,1/27/2020,18.52
1/22/2020,3321.75,1/28/2020,18.34,1/28/2020,16.28,1/28/2020,17.03,1/28/2020,17.35,1/28/2020,18.05
1/23/2020,3325.54,1/29/2020,18.12,1/29/2020,16.39,1/29/2020,17.03,1/29/2020,17.36,1/29/2020,18.03
1/24/2020,3295.47,1/30/2020,16.41,1/30/2020,15.49,1/30/2020,16.59,1/30/2020,17.03,1/30/2020,17.84
1/27/2020,3243.63,1/31/2020,21.66,1/31/2020,18.84,1/31/2020,18.63,1/31/2020,18.34,1/31/2020,18.57
1/28/2020,3276.24,2/3/2020,19.23,2/3/2020,17.97,2/3/2020,18.04,2/3/2020,18.09,2/3/2020,18.38
1/29/2020,3273.4,2/4/2020,15.81,2/4/2020,16.05,2/4/2020,16.7,2/4/2020,17.06,2/4/2020,17.83
1/30/2020,3283.66,2/5/2020,13.69,2/5/2020,15.15,2/5/2020,16.11,2/5/2020,16.67,2/5/2020,17.53
1/31/2020,3225.52,2/6/2020,12.98,2/6/2020,14.96,2/6/2020,15.89,2/6/2020,16.57,2/6/2020,17.46
2/3/2020,3248.92,2/7/2020,13.73,2/7/2020,15.47,2/7/2020,16.29,2/7/2020,16.94,2/7/2020,17.73
2/4/2020,3297.59,2/10/2020,12.89,2/10/2020,15.04,2/10/2020,16.13,2/10/2020,16.78,2/10/2020,17.57
2/5/2020,3334.69,2/11/2020,13.04,2/11/2020,15.18,2/11/2020,16.14,2/11/2020,16.83,2/11/2020,17.61
2/6/2020,3345.78,2/12/2020,10.84,2/12/2020,13.74,2/12/2020,15.36,2/12/2020,16.34,2/12/2020,17.32
2/7/2020,3327.71,2/13/2020,11.83,2/13/2020,14.15,2/13/2020,15.68,2/13/2020,16.55,2/13/2020,17.46
2/10/2020,3352.09,2/14/2020,10.98,2/14/2020,13.68,2/14/2020,15.5,2/14/2020,16.46,2/14/2020,17.37
2/11/2020,3357.75,2/18/2020,13.02,2/18/2020,14.83,2/18/2020,16.1,2/18/2020,16.86,2/18/2020,17.59
2/12/2020,3379.45,2/19/2020,11.88,2/19/2020,14.38,2/19/2020,15.82,2/19/2020,16.76,2/19/2020,17.56
2/13/2020,3373.94,2/20/2020,13.86,2/20/2020,15.56,2/20/2020,16.6,2/20/2020,17.24,2/20/2020,17.86
2/14/2020,3380.16,2/21/2020,15.77,2/21/2020,17.08,2/21/2020,17.61,2/21/2020,17.92,2/21/2020,18.33
2/18/2020,3370.29,2/24/2020,31.9,2/24/2020,25.03,2/24/2020,21.92,2/24/2020,20.48,2/24/2020,19.9
2/19/2020,3386.15,2/25/2020,36.35,2/25/2020,27.85,2/25/2020,23.86,2/25/2020,21.88,2/25/2020,20.86
2/20/2020,3373.23,2/26/2020,34.84,2/26/2020,27.56,2/26/2020,23.7,2/26/2020,21.85,2/26/2020,20.79
2/21/2020,3337.75,2/27/2020,54.74,2/27/2020,39.16,2/27/2020,29.92,2/27/2020,25.61,2/27/2020,23.11
2/24/2020,3225.89,2/28/2020,52.9,2/28/2020,40.11,2/28/2020,29.85,2/28/2020,25.91,2/28/2020,23.14
2/25/2020,3128.21,3/2/2020,42.17,3/2/2020,33.42,3/2/2020,27.7,3/2/2020,24.73,3/2/2020,22.31
2/26/2020,3116.39,3/3/2020,47.34,3/3/2020,36.82,3/3/2020,30.17,3/3/2020,26.34,3/3/2020,23.5
2/27/2020,2978.76,3/4/2020,37.06,3/4/2020,31.99,3/4/2020,27.51,3/4/2020,24.88,3/4/2020,22.79
2/28/2020,2954.22,3/5/2020,48.63,3/5/2020,39.62,3/5/2020,32.57,3/5/2020,28.9,3/5/2020,25.55
3/2/2020,3090.23,3/6/2020,48.55,3/6/2020,41.94,3/6/2020,35.46,3/6/2020,31.4,3/6/2020,27.73
3/3/2020,3003.37,3/9/2020,70.3,3/9/2020,54.46,3/9/2020,43.05,3/9/2020,36.89,3/9/2020,31.16
3/4/2020,3130.12,3/10/2020,57.39,3/10/2020,47.3,3/10/2020,39.44,3/10/2020,34.34,3/10/2020,29.9
3/5/2020,3023.94,3/11/2020,68.21,3/11/2020,53.9,3/11/2020,44.37,3/11/2020,38.54,3/11/2020,32.29
3/6/2020,2972.37,3/12/2020,103.56,3/12/2020,75.47,3/12/2020,57.24,3/12/2020,47.81,3/12/2020,38.38
3/9/2020,2746.56,3/13/2020,69.87,3/13/2020,57.83,3/13/2020,48.31,3/13/2020,41.23,3/13/2020,34.04
3/10/2020,2882.23,3/16/2020,106.66,3/16/2020,82.69,3/16/2020,67.7,3/16/2020,55.4,3/16/2020,41.47
3/11/2020,2741.38,3/17/2020,92.93,3/17/2020,75.91,3/17/2020,65.27,3/17/2020,54.81,3/17/2020,42.01
3/12/2020,2480.64,3/18/2020,97.22,3/18/2020,76.45,3/18/2020,72.98,3/18/2020,61.11,3/18/2020,45.86
3/13/2020,2711.02,3/19/2020,91.02,3/19/2020,72,3/19/2020,69.47,3/19/2020,56.06,3/19/2020,43.09
3/16/2020,2386.13,3/20/2020,83.47,3/20/2020,66.04,3/20/2020,65.59,3/20/2020,53.12,3/20/2020,40.15
3/17/2020,2529.19,3/23/2020,78.76,3/23/2020,61.59,3/23/2020,56.64,3/23/2020,46.59,3/23/2020,36.37
3/18/2020,2398.1,3/24/2020,78.04,3/24/2020,61.67,3/24/2020,52.11,3/24/2020,41.59,3/24/2020,32.67
3/19/2020,2409.39,3/25/2020,81.3,3/25/2020,63.95,3/25/2020,53.85,3/25/2020,44.31,3/25/2020,34.16
3/20/2020,2304.92,3/26/2020,73.61,3/26/2020,61,3/26/2020,49.79,3/26/2020,40.85,3/26/2020,32.71
3/23/2020,2237.4,3/27/2020,72.33,3/27/2020,65.54,3/27/2020,55.75,3/27/2020,47.71,3/27/2020,35.21
3/24/2020,2447.33,3/30/2020,62.8,3/30/2020,57.08,3/30/2020,51.26,3/30/2020,43.89,3/30/2020,34.25
3/25/2020,2475.56,3/31/2020,60.16,3/31/2020,53.54,3/31/2020,48.32,3/31/2020,42.47,3/31/2020,34.12
3/26/2020,2630.07,4/1/2020,61.33,4/1/2020,57.06,4/1/2020,51.17,4/1/2020,45.18,4/1/2020,36.47
3/27/2020,2541.47,4/2/2020,52.81,4/2/2020,50.91,4/2/2020,47.3,4/2/2020,42.67,4/2/2020,34.79
3/30/2020,2626.65,4/3/2020,46.66,4/3/2020,46.8,4/3/2020,44.84,4/3/2020,40.84,4/3/2020,33.82
3/31/2020,2584.59,4/6/2020,47.02,4/6/2020,45.24,4/6/2020,43.09,4/6/2020,39.15,4/6/2020,32.6
4/1/2020,2470.5,4/7/2020,48.34,4/7/2020,46.7,4/7/2020,43.42,4/7/2020,39.54,4/7/2020,33.68
4/2/2020,2526.9,4/8/2020,42.46,4/8/2020,43.35,4/8/2020,41.59,4/8/2020,38.32,4/8/2020,32.95
4/3/2020,2488.65,4/9/2020,40.42,4/9/2020,41.67,4/9/2020,40.61,4/9/2020,37.42,4/9/2020,32.43
4/6/2020,2663.68,4/13/2020,41.74,4/13/2020,41.17,4/13/2020,39.97,4/13/2020,37,4/13/2020,32.37
4/7/2020,2659.41,4/14/2020,38.81,4/14/2020,37.76,4/14/2020,36.46,4/14/2020,34.91,4/14/2020,31.11
4/8/2020,2749.98,4/15/2020,41.64,4/15/2020,40.84,4/15/2020,39.28,4/15/2020,36.94,4/15/2020,32.74
4/9/2020,2789.82,4/16/2020,40.49,4/16/2020,40.11,4/16/2020,39.21,4/16/2020,37.04,4/16/2020,32.95
4/13/2020,2761.63,4/17/2020,36.18,4/17/2020,38.15,4/17/2020,37.28,4/17/2020,35.66,4/17/2020,32.43
4/14/2020,2846.06,4/20/2020,44,4/20/2020,43.83,4/20/2020,40.97,4/20/2020,38.29,4/20/2020,33.59
4/15/2020,2783.36,4/21/2020,45.46,4/21/2020,45.41,4/21/2020,43.28,4/21/2020,40.39,4/21/2020,35.35
4/16/2020,2799.55,4/22/2020,40.21,4/22/2020,41.98,4/22/2020,40.92,4/22/2020,38.89,4/22/2020,34.49
4/17/2020,2874.56,4/23/2020,39.35,4/23/2020,41.38,4/23/2020,40.86,4/23/2020,39.16,4/23/2020,34.8
4/20/2020,2823.16,4/24/2020,31.72,4/24/2020,35.93,4/24/2020,37.81,4/24/2020,37.1,4/24/2020,33.52
4/21/2020,2736.56,4/27/2020,31.41,4/27/2020,33.29,4/27/2020,35.33,4/27/2020,35.12,4/27/2020,32.11
4/22/2020,2799.31,4/28/2020,32.44,4/28/2020,33.57,4/28/2020,35.37,4/28/2020,34.95,4/28/2020,31.79
4/23/2020,2797.8,4/29/2020,29.66,4/29/2020,31.23,4/29/2020,33.33,4/29/2020,33.19,4/29/2020,30.68
4/24/2020,2836.74,4/30/2020,32.88,4/30/2020,34.15,4/30/2020,35.05,4/30/2020,34.49,4/30/2020,31.61
4/27/2020,2878.48,5/1/2020,35.57,5/1/2020,37.19,5/1/2020,37.97,5/1/2020,36.85,5/1/2020,33.29
4/28/2020,2863.39,5/4/2020,35.45,5/4/2020,35.97,5/4/2020,37,5/4/2020,36.43,5/4/2020,33.09
4/29/2020,2939.51,5/5/2020,33.19,5/5/2020,33.61,5/5/2020,35.52,5/5/2020,35.29,5/5/2020,32.38
4/30/2020,2912.43,5/6/2020,33.98,5/6/2020,34.12,5/6/2020,35.68,5/6/2020,35.58,5/6/2020,32.71
5/1/2020,2830.71,5/7/2020,29.75,5/7/2020,31.44,5/7/2020,34.01,5/7/2020,34.45,5/7/2020,31.91
5/4/2020,2842.74,5/8/2020,24.89,5/8/2020,27.98,5/8/2020,31.64,5/8/2020,32.73,5/8/2020,30.67
5/5/2020,2868.44,5/11/2020,26.17,5/11/2020,27.57,5/11/2020,30.39,5/11/2020,32.13,5/11/2020,30.27
5/6/2020,2848.42,5/12/2020,33.36,5/12/2020,33.04,5/12/2020,34.26,5/12/2020,34.77,5/12/2020,31.99
5/7/2020,2881.19,5/13/2020,34.63,5/13/2020,35.28,5/13/2020,36.51,5/13/2020,36.72,5/13/2020,33.3
5/8/2020,2929.8,5/14/2020,31.66,5/14/2020,32.61,5/14/2020,34.9,5/14/2020,35.66,5/14/2020,32.73
5/11/2020,2930.32,5/15/2020,29.71,5/15/2020,31.89,5/15/2020,34.51,5/15/2020,35.57,5/15/2020,32.83
5/12/2020,2870.12,5/18/2020,27.62,5/18/2020,29.3,5/18/2020,31.77,5/18/2020,33.14,5/18/2020,30.89
5/13/2020,2820,5/19/2020,28.03,5/19/2020,30.53,5/19/2020,32.81,5/19/2020,33.59,5/19/2020,31.16
5/14/2020,2852.5,5/20/2020,24.93,5/20/2020,27.99,5/20/2020,31.11,5/20/2020,32.45,5/20/2020,30.31
5/15/2020,2863.7,5/21/2020,26.15,5/21/2020,29.53,5/21/2020,32.38,5/21/2020,33.59,5/21/2020,31.13
5/18/2020,2953.91,5/22/2020,23.47,5/22/2020,28.16,5/22/2020,31.54,5/22/2020,33.16,5/22/2020,30.68
5/19/2020,2922.94,5/26/2020,25.5,5/26/2020,28.01,5/26/2020,30.85,5/26/2020,32.55,5/26/2020,29.94
5/20/2020,2971.61,5/27/2020,25.17,5/27/2020,27.62,5/27/2020,30.19,5/27/2020,31.85,5/27/2020,29.23
5/21/2020,2948.51,5/28/2020,26.02,5/28/2020,28.59,5/28/2020,31.21,5/28/2020,32.59,5/28/2020,29.66
5/22/2020,2955.45,5/29/2020,24.59,5/29/2020,27.51,5/29/2020,30.27,5/29/2020,31.96,5/29/2020,29.29
5/26/2020,2991.77,6/1/2020,27.08,6/1/2020,28.23,6/1/2020,30.92,6/1/2020,32.41,6/1/2020,29.43
5/27/2020,3036.13,6/2/2020,25.06,6/2/2020,26.84,6/2/2020,29.93,6/2/2020,31.78,6/2/2020,28.99
5/28/2020,3029.73,6/3/2020,23.97,6/3/2020,25.66,6/3/2020,28.91,6/3/2020,31.07,6/3/2020,28.56
5/29/2020,3044.31,6/4/2020,23.56,6/4/2020,25.81,6/4/2020,28.85,6/4/2020,30.99,6/4/2020,28.61
6/1/2020,3055.73,6/5/2020,22.63,6/5/2020,24.52,6/5/2020,27.42,6/5/2020,29.68,6/5/2020,27.47
6/2/2020,3080.82,6/8/2020,25.18,6/8/2020,25.81,6/8/2020,28.08,6/8/2020,30.04,6/8/2020,27.6
6/3/2020,3122.87,6/9/2020,26.92,6/9/2020,27.57,6/9/2020,29.67,6/9/2020,31.24,6/9/2020,28.7
6/4/2020,3112.35,6/10/2020,27.1,6/10/2020,27.57,6/10/2020,29.57,6/10/2020,31.23,6/10/2020,28.63
6/5/2020,3193.93,6/11/2020,42.06,6/11/2020,40.79,6/11/2020,40.43,6/11/2020,39.68,6/11/2020,33.18
6/8/2020,3232.39,6/12/2020,36.52,6/12/2020,36.09,6/12/2020,38.05,6/12/2020,37.79,6/12/2020,32.34
6/9/2020,3207.18,6/15/2020,35.98,6/15/2020,34.4,6/15/2020,36.43,6/15/2020,36.66,6/15/2020,31.55
6/10/2020,3190.14,6/16/2020,35.38,6/16/2020,33.67,6/16/2020,35.8,6/16/2020,36.26,6/16/2020,31.4
6/11/2020,3002.1,6/17/2020,33.98,6/17/2020,33.47,6/17/2020,35.72,6/17/2020,36.59,6/17/2020,31.79
